shingle,notice_id
finisher 47 968,N000447
venkatesan raichur urban,N000447
mm 80 613,N000447
94 299 sqm,N000447
80 613 sqm,N000447
47 968 cum,N000447
45 630 litre,N000447
works narasimha venkatesan,N000447
class 45 630,N000447
13 641 sqm,N000447
803 and 74,N000447
236 cr experience,N000447
and 74 489,N000447
42 119 of,N000447
74 489 of,N000447
and 42 119,N000447
804 and 42,N000447
and 49 512,N000447
26 308 and,N000447
chainage 26 308,N000447
7 404 and,N000447
chainage 7 404,N000447
80 053 of,N000447
and 85 537,N000447
chainage 21 454,N000447
604 and 58,N000447
21 454 and,N000447
85 537 of,N000447
31 869 and,N000447
chainage 31 869,N000447
49 512 of,N000447
and 80 053,N000447
notice dec 20,N000455
2024 71584 procuring,N000455
ref 2024 71584,N000455
71584 procuring entity,N000455
23 539 and,N000455
structures 81 907,N000455
chainage 23 539,N000455
72 040 of,N000455
46 208 of,N000455
buldhana telephone 01128,N000455
and 72 040,N000455
96 010 cum,N000455
dec 20 2024,N000455
7 199 rmt,N000455
and 46 208,N000455
70 772 litre,N000455
wiring 15 427,N000455
spoil 33 235,N000455
chainage 27 349,N000455
and 58 056,N000455
5 81 80,N000455
2 56 26,N000455
telephone 01128 430142,N000455
trenching 95 391,N000455
430142 electronic mail,N000455
15 427 rmt,N000455
10 91 74,N000455
58 056 of,N000455
bitumen 33 282,N000455
74 298 experience,N000455
01128 430142 electronic,N000455
driver 96 010,N000455
95 391 each,N000455
material 70 772,N000455
27 349 and,N000455
26 717 bid,N000455
56 26 717,N000455
meenakshi chaudhary rural,N000455
jointing 7 199,N000455
33 235 mt,N000455
91 74 298,N000455
33 282 mt,N000455
539 and 72,N000455
chainage 14 385,N000455
349 and 46,N000455
engineer meenakshi chaudhary,N000455
bids jan 12,N000455
385 and 58,N000455
14 385 and,N000455
chaudhary buldhana rural,N000455
mail chaudhary buldhana,N000455
11 64 000,N000455
bids jan 13,N000455
717 bid validity,N000455
jan 12 2025,N000455
jan 13 2025,N000455
raj department buldhana,N000455
rs 2 859,N000455
2 859 per,N000455
81 907 quintal,N000455
rs 10 91,N000455
298 experience of,N000455
81 80 000,N000455
3 718 cr,N000463
2025 26 011572,N000463
to latur spc,N000463
011572 state procurement,N000463
26 011572 state,N000463
944 cr bid,N000463
inr 3 718,N000463
26 011572 procuring,N000463
011572 procuring entity,N000463
3 911 cr,N000463
inr 3 911,N000463
latur spc 2025,N000463
718 cr earnest,N000463
2 944 cr,N000463
inr 2 944,N000463
59 161 mt,N000463
27 895 litre,N000463
975 and 42,N000463
28 645 mt,N000463
section 57 805,N000463
65 540 of,N000463
41 010 sqm,N000463
1 176 cum,N000463
trenching 1 176,N000463
1 754 each,N000463
44 000 litre,N000463
wiring 2 970,N000463
and 65 540,N000463
transformer 15 637,N000463
bahraich telephone 07660,N000463
driver 28 645,N000463
57 805 rmt,N000463
74 763 each,N000463
68 805 mt,N000463
52 165 mt,N000463
finisher 44 000,N000463
28 845 quintal,N000463
628 and 65,N000463
structures 28 845,N000463
1786 68 805,N000463
30 684 rmt,N000463
11 024 litre,N000463
2 970 litre,N000463
bitumen 31 342,N000463
thick 74 763,N000463
4 151 sqm,N000463
jointing 59 161,N000463
mm 30 684,N000463
surfaces 41 010,N000463
material 4 151,N000463
staging 94 392,N000463
telephone 07660 241875,N000463
foundation 89 903,N000463
30 909 litre,N000463
31 342 sqm,N000463
class 27 895,N000463
74 659 litre,N000463
55 090 quintal,N000463
44 054 rmt,N000463
windows 30 909,N000463
panel 11 024,N000463
94 392 rmt,N000463
07660 241875 electronic,N000463
15 637 rmt,N000463
2024 0001846 government,N000471
2024 0001846 procuring,N000471
ramanathapuram npas 2024,N000471
0001846 procuring entity,N000471
0001846 government of,N000471
npas 2024 0001846,N000471
near ramanathapuram npas,N000471
rs 321 23,N000471
rs 314 50,N000471
6 29 lakh,N000471
321 23 lakh,N000471
rs 194 10,N000471
314 50 lakh,N000471
194 10 lakh,N000471
years rs 321,N000471
tender rs 314,N000471
25 241 litre,N000471
driver 43 901,N000471
spoil 33 123,N000471
transformer 76 354,N000471
16 871 quintal,N000471
wiring 2 981,N000471
jointing 16 871,N000471
signs 3 287,N000471
40 977 mt,N000471
443479 electronic mail,N000471
88 461 litre,N000471
section 56 870,N000471
pit 187 rmt,N000471
68 630 quintal,N000471
thick 61 221,N000471
88 318 litre,N000471
panel 61 128,N000471
61 128 sqm,N000471
2 981 each,N000471
487 and 82,N000471
chainage 1 387,N000471
banas near ramanathapuram,N000471
foundation 596 rmt,N000471
windows 25 241,N000471
43 901 rmt,N000471
3 287 rmt,N000471
staging 68 630,N000471
1 387 and,N000471
telephone 08463 443479,N000471
ramanathapuram telephone 08463,N000471
33 123 rmt,N000471
foundation 88 461,N000471
chainage 10 487,N000471
76 354 each,N000471
surfaces 95 937,N000471
class 81 273,N000471
65 940 quintal,N000471
10 487 and,N000471
mukherjee ramanathapuram department,N000471
81 273 each,N000471
and foundation 596,N000471
harshavardhan mukherjee department,N000471
61 221 quintal,N000471
structures 65 940,N000471
material 29 978,N000471
officer harshavardhan mukherjee,N000471
387 and 63,N000471
mm 40 977,N000471
0 989 cr,N000479
inr 3 158,N000479
003113 procuring entity,N000479
inr 0 989,N000479
2024 25 003113,N000479
inr 6 237,N000479
25 003113 procuring,N000479
29 buldhana state,N000479
3 158 cr,N000479
6 237 cr,N000479
989 cr bid,N000479
237 cr experience,N000479
158 cr earnest,N000479
ward 29 buldhana,N000479
buldhana telephone 08837,N000479
sivaprasad srinivasan urban,N000479
84 187 quintal,N000479
foundation 57 522,N000479
57 522 rmt,N000479
telephone 08837 943690,N000479
surfaces 84 187,N000479
08837 943690 electronic,N000479
943690 electronic mail,N000479
40 686 mt,N000479
bitumen 56 641,N000479
staging 94 747,N000479
0 786 and,N000479
154 and 48,N000479
1786 40 686,N000479
11 601 and,N000479
91 205 rmt,N000479
and 46 107,N000479
786 and 46,N000479
finisher 50 148,N000479
pit 73 594,N000479
and 48 779,N000479
40 171 mt,N000479
549 and 89,N000479
50 148 sqm,N000479
beads 40 171,N000479
46 107 of,N000479
chainage 29 154,N000479
58 153 of,N000479
chainage 0 786,N000479
56 641 each,N000479
chainage 11 601,N000479
89 892 of,N000479
44 127 quintal,N000479
driver 91 205,N000479
53 482 cum,N000479
48 779 of,N000479
65 324 rmt,N000479
wiring 44 127,N000479
and 89 892,N000479
26 783 sqm,N000479
buldhana ward 29,N000479
446 and 86,N000479
and 58 153,N000479
29 154 and,N000479
transformer 65 324,N000479
structures 26 783,N000479
601 and 58,N000479
86 157 of,N000479
panel 53 482,N000479
22813 procuring entity,N000487
w 22813 procuring,N000487
2024 w 22813,N000487
73 554 experience,N000487
81 731 bid,N000487
07 73 554,N000487
4 68 81,N000487
68 81 731,N000487
23 07 73,N000487
rs 23 07,N000487
padmavathi parulekar public,N000487
803853 electronic mail,N000487
parulekar birbhum public,N000487
03502 803853 electronic,N000487
telephone 03502 803853,N000487
birbhum telephone 03502,N000487
surfaces 86 026,N000487
786 and 54,N000487
thick 12 608,N000487
3 473 cum,N000487
85 073 cum,N000487
86 026 rmt,N000487
foundation 85 073,N000487
95 955 rmt,N000487
39 786 and,N000487
panel 48 980,N000487
56 368 quintal,N000487
1786 70 979,N000487
12 608 quintal,N000487
pit 3 473,N000487
structures 73 281,N000487
chainage 39 786,N000487
class 56 368,N000487
48 980 cum,N000487
70 979 rmt,N000487
windows 95 955,N000487
73 281 cum,N000487
54 711 of,N000487
rs 27 13,N000487
5 845 and,N000487
29 494 and,N000487
chainage 5 845,N000487
chainage 29 494,N000487
48 369 of,N000487
and 48 369,N000487
and 54 711,N000487
and 86 901,N000487
86 901 of,N000487
122 and 61,N000495
rs 88 15,N000495
85 282 mt,N000495
09597 493427 electronic,N000495
class 10 241,N000495
252 30 lakh,N000495
5 05 lakh,N000495
jointing 95 613,N000495
2025 0021399 government,N000495
20 424 quintal,N000495
49 452 of,N000495
0021399 procuring entity,N000495
beads 20 424,N000495
86 320 rmt,N000495
95 613 rmt,N000495
npas 2025 0021399,N000495
10 241 each,N000495
0021399 government of,N000495
finisher 86 320,N000495
21 330 cum,N000495
rs 306 94,N000495
306 94 lakh,N000495
91 717 each,N000495
pit 91 717,N000495
chainage 10 122,N000495
material 95 846,N000495
buldhana telephone 09597,N000495
engineer vasantha vaidyanathan,N000495
137 and 44,N000495
and 61 838,N000495
61 838 of,N000495
rs 252 30,N000495
foundation 9 485,N000495
bitumen 72 181,N000495
vaidyanathan buldhana public,N000495
74 409 mt,N000495
and 49 452,N000495
trenching 49 586,N000495
88 15 lakh,N000495
1786 95 360,N000495
mail vaidyanathan buldhana,N000495
surfaces 82 464,N000495
telephone 09597 493427,N000495
signs 74 409,N000495
vasantha vaidyanathan public,N000495
years rs 306,N000495
section 21 330,N000495
82 464 litre,N000495
10 122 and,N000495
9 485 cum,N000495
95 360 litre,N000495
49 586 sqm,N000495
2025 0021399 procuring,N000495
foundation 85 282,N000495
chainage 12 137,N000495
tender rs 252,N000495
95 846 sqm,N000495
12 137 and,N000495
493427 electronic mail,N000495
319 and 49,N000495
buldhana npas 2025,N000495
72 181 each,N000495
at buldhana npas,N000495
chainage 28 319,N000495
2024 05611 procuring,N000503
ref 2024 05611,N000503
05611 procuring entity,N000503
40 473 bid,N000503
notice jun 11,N000503
45 031 experience,N000503
jul 11 2024,N000503
5 57 45,N000503
2 92 40,N000503
92 40 473,N000503
57 45 031,N000503
42 328 of,N000503
cooch telephone 01277,N000503
2 464 cum,N000503
authority cooch district,N000503
36 629 rmt,N000503
01277 837081 electronic,N000503
chainage 39 199,N000503
942 and 70,N000503
10 284 and,N000503
54 343 mt,N000503
and 88 300,N000503
windows 54 369,N000503
chainage 26 942,N000503
and 42 328,N000503
works mahadevan parulekar,N000503
80 061 of,N000503
88 300 of,N000503
chainage 10 284,N000503
trenching 64 413,N000503
39 199 and,N000503
parulekar cooch urban,N000503
section 34 892,N000503
development authority cooch,N000503
26 942 and,N000503
837081 electronic mail,N000503
telephone 01277 837081,N000503
11 987 sqm,N000503
surfaces 2 464,N000503
70 652 of,N000503
pit 11 987,N000503
mm 36 629,N000503
and 70 652,N000503
jul 12 2024,N000503
and 80 061,N000503
96 172 rmt,N000503
54 369 each,N000503
64 413 rmt,N000503
880 and 41,N000503
authority cooch telephone,N000503
staging 10 357,N000503
cooch urban gov,N000503
structures 54 343,N000503
94 086 cum,N000503
mahadevan parulekar urban,N000503
beads 94 086,N000503
class 96 172,N000503
10 357 cum,N000503
18 225 and,N000503
chainage 18 225,N000503
jun 11 2024,N000503
and 41 909,N000503
41 909 of,N000503
chainage 0 880,N000503
w 25114 procuring,N000511
2024 w 25114,N000511
25114 procuring entity,N000511
10 21 50,N000511
45 317 bid,N000511
12 79 000,N000511
92 45 317,N000511
21 50 081,N000511
6 39 40,N000511
50 081 experience,N000511
4 92 45,N000511
panel 32 689,N000511
bhavani bhardwaj water,N000511
telephone 07806 519825,N000511
thick 17 979,N000511
bitumen 16 051,N000511
07806 519825 electronic,N000511
69 945 quintal,N000511
17 979 rmt,N000511
519825 electronic mail,N000511
signs 10 523,N000511
10 523 mt,N000511
dausa telephone 07806,N000511
class 21 251,N000511
70 742 rmt,N000511
bhardwaj dausa water,N000511
46 494 rmt,N000511
near dausa name,N000511
32 689 each,N000511
structures 69 945,N000511
commissioner bhavani bhardwaj,N000511
driver 70 742,N000511
foundation 46 494,N000511
16 051 litre,N000511
21 251 litre,N000511
and 75 052,N000511
paver finisher 683,N000511
surfaces 92 212,N000511
39 852 litre,N000511
section 55 935,N000511
331 and 67,N000511
baitarani near dausa,N000511
837 and 75,N000511
chainage 3 837,N000511
75 052 of,N000511
44 004 each,N000511
27 796 rmt,N000511
55 935 litre,N000511
wiring 91 200,N000511
1786 44 004,N000511
foundation 27 796,N000511
92 212 rmt,N000511
20 956 and,N000511
finisher 683 rmt,N000511
and 67 687,N000511
rs 10 21,N000511
spoil 24 047,N000511
transformer 69 251,N000511
61 857 of,N000511
trenching 62 303,N000511
37 331 and,N000511
67 687 of,N000511
91 200 litre,N000511
16 881 each,N000511
76 303 mt,N000519
tn 052885 2025,N000519
52 208 of,N000519
and 48 556,N000519
58 120 only,N000519
16 944 and,N000519
beads 32 924,N000519
hassan telephone 05505,N000519
05505 282520 electronic,N000519
48 556 of,N000519
class 65 377,N000519
660 and 79,N000519
and 57 390,N000519
rupees 24 80,N000519
915 and 48,N000519
70 299 litre,N000519
32 924 sqm,N000519
telephone 05505 282520,N000519
chainage 16 944,N000519
staging 60 566,N000519
mm 31 053,N000519
to bhagalpur hassan,N000519
46 20 199,N000519
26 957 and,N000519
chainage 26 957,N000519
and 52 208,N000519
signs 83 074,N000519
structures 63 236,N000519
43 858 of,N000519
31 053 cum,N000519
60 566 sqm,N000519
7 58 120,N000519
63 236 sqm,N000519
devendra rangarajan zilla,N000519
199 only experience,N000519
20 199 only,N000519
957 and 57,N000519
57 390 of,N000519
882 and 43,N000519
number tn 052885,N000519
thick 64 248,N000519
83 074 mt,N000519
65 377 cum,N000519
chainage 28 660,N000519
surfaces 76 303,N000519
29 915 and,N000519
052885 2025 procuring,N000519
64 248 rmt,N000519
and 43 858,N000519
40 181 of,N000519
hassan to bhagalpur,N000519
and 40 181,N000519
bhagalpur hassan name,N000519
chainage 29 915,N000519
28 660 and,N000519
282520 electronic mail,N000519
jointing 70 299,N000519
944 and 40,N000519
chainage 26 707,N000519
707 and 74,N000519
rupees 46 20,N000519
1 882 and,N000519
26 707 and,N000519
rupees 7 58,N000519
2024 0053819 procuring,N000527
0053819 procuring entity,N000527
npas 2024 0053819,N000527
will execute 20,N000527
driver 58 838,N000527
harshavardhan rangarajan rural,N000527
94 83 lakh,N000527
13 793 and,N000527
chainage 13 793,N000527
85 013 of,N000527
and 85 013,N000527
beads 61 206,N000527
telephone 09199 750626,N000527
48 046 litre,N000527
60 727 sqm,N000527
82 663 cum,N000527
surfaces 52 979,N000527
section 48 046,N000527
09199 750626 electronic,N000527
750626 electronic mail,N000527
foundation 82 663,N000527
58 838 mt,N000527
rs 94 83,N000527
83 390 of,N000527
patan telephone 09199,N000527
chainage 9 793,N000527
61 206 litre,N000527
793 and 85,N000527
793 and 73,N000527
97 912 quintal,N000527
9 793 and,N000527
windows 97 912,N000527
rangarajan patan rural,N000527
52 979 mt,N000527
transformer 60 727,N000527
and 83 390,N000527
25 554 and,N000527
40 10 lakh,N000527
chainage 8 358,N000527
8 358 and,N000527
69 196 of,N000527
554 and 85,N000527
0 80 lakh,N000527
18 28 lakh,N000527
and 85 834,N000527
358 and 83,N000527
85 834 of,N000527
rs 0 80,N000527
421 and 43,N000527
and 69 196,N000527
524 and 87,N000527
chainage 25 554,N000527
chainage 37 524,N000527
20 283 and,N000527
rs 18 28,N000527
chainage 20 283,N000527
37 524 and,N000527
283 and 69,N000527
and 87 252,N000527
87 252 of,N000527
notice 10 dec,N000527
mail rangarajan patan,N000527
73 985 of,N000527
engineer harshavardhan rangarajan,N000527
ref 2024 64789,N000535
64789 procuring entity,N000535
notice mar 09,N000535
mar 09 2024,N000535
2024 64789 procuring,N000535
4 19 89,N000535
22 274 rmt,N000535
15 758 and,N000535
101 and 53,N000535
59 287 rmt,N000535
balrampur telephone 04654,N000535
758 and 77,N000535
74 827 quintal,N000535
78 752 each,N000535
chainage 15 758,N000535
89 151 experience,N000535
10 42 555,N000535
spoil 37 742,N000535
37 742 rmt,N000535
signs 14 068,N000535
53 799 of,N000535
thick 22 274,N000535
23 101 and,N000535
77 197 of,N000535
and 53 799,N000535
jointing 84 264,N000535
04654 513139 electronic,N000535
and 77 197,N000535
transformer 78 752,N000535
panel 74 827,N000535
14 068 each,N000535
sathyanarayana balrampur state,N000535
chainage 36 117,N000535
2 10 42,N000535
42 555 bid,N000535
84 264 each,N000535
chainage 23 101,N000535
windows 59 287,N000535
513139 electronic mail,N000535
19 89 151,N000535
36 117 and,N000535
telephone 04654 513139,N000535
7 47 000,N000535
3 73 70,N000535
works kavitha sathyanarayana,N000535
mar 24 2024,N000535
kavitha sathyanarayana state,N000535
73 70 000,N000535
117 and 78,N000535
555 bid validity,N000535
board balrampur telephone,N000535
bids mar 24,N000535
balrampur state gov,N000535
